llavehog,llaveviv,p2_4_01,p2_4_02,p2_4_03,p2_4_04,p2_4_05,p2_4_05a,p2_4_06,p2_4_07,p2_4_08,p2_4_09,p2_4_10,p2_4_11,p2_4_12,p2_4_13,p2_4_14,p3_14_1,p3_15_1,p3_16_1,p3_17_1,p3_19_1,p3_14_2,p3_15_2,p3_16_2,p3_17_2,p3_18_2,p3_19_2,p3_14_3,p3_15_3,p3_16_3,p3_17_3,p3_18_3,p3_19_3,p3_20_1,p3_20a_1,p3_20_2,p3_20a_2,p3_20_3,p3_20a_3,p3_20_4,p3_20a_4,p3_20_5,p3_20a_5,p3_20_6,p3_20a_6,p3_20_7,p3_20a_7,p3_20_8,p3_20a_8,cvegeo,cve_ent,tloc,menor10,est_dis,upm_dis,fac_hog,control,viv_sel,hogar
2104338011,210433801,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02703,132,2104338,01,1
2104338021,210433802,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,1,001000,2,,2,,2,,2,,21,21,3,1,0218,02703,132,2104338,02,1
2104338031,210433803,1,1,1,2,2,,,2,1,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,006000,2,,2,,2,,2,,21,21,3,1,0218,02703,132,2104338,03,1
2104338041,210433804,2,1,1,2,2,,,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02703,132,2104338,04,1
2104338051,210433805,1,2,1,2,2,,,2,2,2,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,012000,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02703,132,2104338,05,1
2104338061,210433806,1,2,1,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02703,132,2104338,06,1
2104338071,210433807,1,1,1,2,2,,,2,2,1,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02703,132,2104338,07,1
2104338081,210433808,1,2,1,2,2,,,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02703,132,2104338,08,1
2104338091,210433809,1,2,1,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02703,132,2104338,09,1
2104338101,210433810,1,1,1,2,2,,,2,1,1,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02703,132,2104338,10,1
2104339011,210433901,2,2,2,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02704,137,2104339,01,1
2104339021,210433902,2,2,2,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02704,137,2104339,02,1
2104339031,210433903,1,2,1,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02704,137,2104339,03,1
2104339041,210433904,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,012000,2,,2,,2,,2,,21,21,3,1,0218,02704,137,2104339,04,1
2104339051,210433905,1,2,1,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02704,137,2104339,05,1
2104339061,210433906,2,2,1,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02704,137,2104339,06,1
2104339071,210433907,2,2,2,2,2,,,2,2,2,1,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,001600,2,,2,,2,,2,,2,,9,,2,,21,21,3,1,0218,02704,137,2104339,07,1
2104339081,210433908,2,2,2,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02704,137,2104339,08,1
2104339091,210433909,1,2,1,2,2,,,2,2,2,2,2,1,2,2,1,8,,,4,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02704,137,2104339,09,1
2104339101,210433910,1,1,2,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,001600,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0218,02704,137,2104339,10,1
2104512051,210451205,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,2,0220,02705,4347,2104512,05,1
2104558011,210455801,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,01,1
2104558021,210455802,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,02,1
2104558031,210455803,1,1,1,1,2,,,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,003500,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,03,1
2104558041,210455804,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,04,1
2104558051,210455805,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,05,1
2104558061,210455806,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,012000,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,06,1
2104558071,210455807,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,07,1
2104558081,210455808,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,08,1
2104558091,210455809,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,008500,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,09,1
2104558101,210455810,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,10,1
2104558111,210455811,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,11,1
2104558121,210455812,1,2,2,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,12,1
2104558131,210455813,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,13,1
2104558141,210455814,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,14,1
2104558151,210455815,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,15,1
2104558161,210455816,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,9,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,16,1
2104558171,210455817,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,17,1
2104558181,210455818,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,18,1
2104558191,210455819,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,3,1,0212,02706,2538,2104558,19,1
2104976011,210497601,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,009000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02707,2812,2104976,01,1
2104976021,210497602,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02707,2812,2104976,02,1
2104976031,210497603,2,2,1,1,2,,,2,2,2,1,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02707,2812,2104976,03,1
2104976041,210497604,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02707,2812,2104976,04,1
2104976051,210497605,1,1,1,1,2,,,2,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,1,009000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02707,2812,2104976,05,1
2105048011,210504801,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,1,4,09,00510,2,2,2,,2,,2,,2,,2,,2,,2,,1,005000,21,21,1,2,0222,02708,1869,2105048,01,1
2105048021,210504802,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,,,,2,,,,,,2,,,,,,1,012000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02708,1869,2105048,02,1
2105048031,210504803,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02708,1869,2105048,03,1
2105048041,210504804,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02708,1869,2105048,04,1
2105048051,210504805,2,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02708,1869,2105048,05,1
2105131011,210513101,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02709,1516,2105131,01,1
2105131021,210513102,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,1,002000,2,,2,,2,,2,,21,21,1,2,0222,02709,1516,2105131,02,1
2105131031,210513103,1,1,1,1,2,,,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,003100,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02709,1516,2105131,03,1
2105131041,210513104,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02709,1516,2105131,04,1
2105131051,210513105,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02709,1516,2105131,05,1
2105344011,210534401,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02710,2189,2105344,01,1
2105344021,210534402,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02710,2189,2105344,02,1
2105344041,210534404,2,1,1,2,1,1,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02710,2189,2105344,04,1
2105344051,210534405,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02710,2189,2105344,05,1
2105365021,210536502,1,2,1,1,2,,,2,2,2,1,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,1,999999,21,21,1,2,0223,02711,2777,2105365,02,1
2105365031,210536503,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0223,02711,2777,2105365,03,1
2105365041,210536504,1,1,1,1,2,,,1,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0223,02711,2777,2105365,04,1
2105365051,210536505,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0223,02711,2777,2105365,05,1
2105459011,210545901,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02712,2284,2105459,01,1
2105459021,210545902,1,1,1,1,2,,,2,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02712,2284,2105459,02,1
2105459031,210545903,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02712,2284,2105459,03,1
2105459041,210545904,1,2,1,1,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02712,2284,2105459,04,1
2105459051,210545905,1,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02712,2284,2105459,05,1
2105501021,210550102,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02713,1843,2105501,02,1
2105501031,210550103,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,3,15,01000,1,2,,,,,,2,,,,,,1,012000,1,045000,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02713,1843,2105501,03,1
2105501041,210550104,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,5,15,01000,3,2,,,,,,1,8,,,2,6,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02713,1843,2105501,04,1
2105664021,210566402,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02714,1582,2105664,02,1
2105664041,210566404,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,999999,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02714,1582,2105664,04,1
2105664051,210566405,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02714,1582,2105664,05,1
2105679021,210567902,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02715,2176,2105679,02,1
2105679031,210567903,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02715,2176,2105679,03,1
2105679041,210567904,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02715,2176,2105679,04,1
2105679051,210567905,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,999999,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02715,2176,2105679,05,1
2105696011,210569601,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02716,2225,2105696,01,1
2105696021,210569602,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02716,2225,2105696,02,1
2105696031,210569603,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02716,2225,2105696,03,1
2105696041,210569604,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02716,2225,2105696,04,1
2105696051,210569605,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,009000,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02716,2225,2105696,05,1
2105788011,210578801,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02717,1681,2105788,01,1
2105788021,210578802,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02717,1681,2105788,02,1
2105788031,210578803,1,1,1,1,2,,,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02717,1681,2105788,03,1
2105788041,210578804,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02717,1681,2105788,04,1
2105788051,210578805,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02717,1681,2105788,05,1
2105808011,210580801,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02718,2637,2105808,01,1
2105808021,210580802,2,1,1,1,2,,,2,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02718,2637,2105808,02,1
2105808031,210580803,1,2,2,1,2,,,2,2,2,2,2,2,2,2,2,,,,,2,,,,,,2,,,,,,1,003000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02718,2637,2105808,03,1
2105808041,210580804,2,1,1,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,1,009000,2,,2,,2,,2,,2,,21,21,1,2,0221,02718,2637,2105808,04,1
2105808051,210580805,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02718,2637,2105808,05,1
2105927011,210592701,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02719,2084,2105927,01,1
2105927012,210592701,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02719,2084,2105927,01,2
2105927021,210592702,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02719,2084,2105927,02,1
2105927041,210592704,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,14,00700,4,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02719,2084,2105927,04,1
2105927051,210592705,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,010000,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02719,2084,2105927,05,1
2105969011,210596901,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,012000,1,028000,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02720,1806,2105969,01,1
2105969031,210596903,1,1,1,1,1,1,9,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02720,1806,2105969,03,1
2105969041,210596904,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,04,00300,1,2,,,,,,2,,,,,,1,006000,2,,1,006000,1,003000,2,,2,,2,,2,,21,21,1,2,0224,02720,1806,2105969,04,1
2105969051,210596905,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,012000,1,999999,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02720,1806,2105969,05,1
2106037021,210603702,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02721,1910,2106037,02,1
2106037031,210603703,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02721,1910,2106037,03,1
2106037041,210603704,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02721,1910,2106037,04,1
2106037051,210603705,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,048000,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02721,1910,2106037,05,1
2106073011,210607301,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,008000,1,006000,2,,2,,2,,2,,2,,21,21,1,2,0222,02722,2045,2106073,01,1
2106073021,210607302,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02722,2045,2106073,02,1
2106073031,210607303,2,2,1,1,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02722,2045,2106073,03,1
2106073032,210607303,1,2,2,2,2,,,2,2,2,1,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0222,02722,2045,2106073,03,2
2106073041,210607304,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,96,01000,6,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,1,006000,2,,2,,21,21,1,2,0222,02722,2045,2106073,04,1
2106117011,210611701,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,1,003700,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02723,1978,2106117,01,1
2106117031,210611703,1,1,2,1,2,,,2,2,2,1,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02723,1978,2106117,03,1
2106117051,210611705,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,003000,2,,2,,2,,2,,2,,9,,21,21,1,2,0224,02723,1978,2106117,05,1
2106153011,210615301,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02724,2162,2106153,01,1
2106153021,210615302,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02724,2162,2106153,02,1
2106153031,210615303,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,1,000999,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02724,2162,2106153,03,1
2106153041,210615304,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0224,02724,2162,2106153,04,1
2106153051,210615305,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,05,00350,2,2,,,,,,2,,,,,,2,,2,,2,,2,,1,099999,2,,2,,2,,21,21,1,2,0224,02724,2162,2106153,05,1
2106232011,210623201,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02725,1825,2106232,01,1
2106232021,210623202,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02725,1825,2106232,02,1
2106232031,210623203,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02725,1825,2106232,03,1
2106232041,210623204,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,21,21,1,2,0221,02725,1825,2106232,04,1
2106232051,210623205,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,1,002000,2,,21,21,1,2,0221,02725,1825,2106232,05,1
2106318021,210631802,1,2,1,1,1,2,2,1,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,009000,2,,2,,2,,2,,21,21,1,2,0222,02726,1932,2106318,02,1
