llavehog,llaveviv,p2_4_01,p2_4_02,p2_4_03,p2_4_04,p2_4_05,p2_4_05a,p2_4_06,p2_4_07,p2_4_08,p2_4_09,p2_4_10,p2_4_11,p2_4_12,p2_4_13,p2_4_14,p3_14_1,p3_15_1,p3_16_1,p3_17_1,p3_19_1,p3_14_2,p3_15_2,p3_16_2,p3_17_2,p3_18_2,p3_19_2,p3_14_3,p3_15_3,p3_16_3,p3_17_3,p3_18_3,p3_19_3,p3_20_1,p3_20a_1,p3_20_2,p3_20a_2,p3_20_3,p3_20a_3,p3_20_4,p3_20a_4,p3_20_5,p3_20a_5,p3_20_6,p3_20a_6,p3_20_7,p3_20a_7,p3_20_8,p3_20a_8,cvegeo,cve_ent,tloc,menor10,est_dis,upm_dis,fac_hog,control,viv_sel,hogar
0100094011,010009401,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00001,509,0100094,01,1
0100094021,010009402,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,1,004200,2,,2,,01,01,1,2,0001,00001,509,0100094,02,1
0100094031,010009403,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00001,509,0100094,03,1
0100094041,010009404,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00001,509,0100094,04,1
0100094051,010009405,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00001,509,0100094,05,1
0100114021,010011402,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00002,581,0100114,02,1
0100114031,010011403,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00002,581,0100114,03,1
0100114041,010011404,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00002,581,0100114,04,1
0100114051,010011405,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00002,581,0100114,05,1
0100118011,010011801,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00003,509,0100118,01,1
0100118021,010011802,1,1,1,2,2,,,2,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00003,509,0100118,02,1
0100118041,010011804,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,050000,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00003,509,0100118,04,1
0100118051,010011805,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,075000,2,,2,,2,,2,,1,999999,2,,01,01,1,2,0002,00003,509,0100118,05,1
0100143011,010014301,2,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00004,530,0100143,01,1
0100143021,010014302,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00004,530,0100143,02,1
0100143031,010014303,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,1,999999,01,01,1,2,0001,00004,530,0100143,03,1
0100143041,010014304,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,,,,,2,,,,,,2,,,,,,1,000608,1,006000,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00004,530,0100143,04,1
0100143051,010014305,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,,,,,2,,,,,,2,,,,,,2,,1,030000,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00004,530,0100143,05,1
0100146011,010014601,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,1,001500,01,01,1,2,0001,00005,442,0100146,01,1
0100146031,010014603,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,002600,2,,2,,2,,1,012000,2,,2,,2,,01,01,1,2,0001,00005,442,0100146,03,1
0100146041,010014604,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00005,442,0100146,04,1
0100146051,010014605,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,012000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00005,442,0100146,05,1
0100187011,010018701,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00006,481,0100187,01,1
0100187021,010018702,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,008000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00006,481,0100187,02,1
0100187031,010018703,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00006,481,0100187,03,1
0100187041,010018704,2,1,1,1,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00006,481,0100187,04,1
0100187051,010018705,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,009000,1,008000,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00006,481,0100187,05,1
0100191011,010019101,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00007,556,0100191,01,1
0100191021,010019102,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00007,556,0100191,02,1
0100191022,010019102,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00007,556,0100191,02,2
0100191031,010019103,1,2,1,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00007,556,0100191,03,1
0100191041,010019104,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00007,556,0100191,04,1
0100191051,010019105,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00007,556,0100191,05,1
0100211021,010021102,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00008,535,0100211,02,1
0100211031,010021103,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,009000,1,007800,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00008,535,0100211,03,1
0100211041,010021104,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00008,535,0100211,04,1
0100211051,010021105,1,1,1,1,2,,,2,2,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00008,535,0100211,05,1
0100221011,010022101,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00009,501,0100221,01,1
0100221021,010022102,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00009,501,0100221,02,1
0100221031,010022103,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00009,501,0100221,03,1
0100221041,010022104,1,1,1,1,2,,,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00009,501,0100221,04,1
0100221051,010022105,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00009,501,0100221,05,1
0100254011,010025401,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00010,518,0100254,01,1
0100254021,010025402,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,012000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00010,518,0100254,02,1
0100254031,010025403,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00010,518,0100254,03,1
0100254041,010025404,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00010,518,0100254,04,1
0100254051,010025405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00010,518,0100254,05,1
0100259011,010025901,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,1,018000,2,,2,,2,,2,,2,,01,01,1,2,0001,00011,505,0100259,01,1
0100259021,010025902,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,1,012000,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00011,505,0100259,02,1
0100259031,010025903,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00011,505,0100259,03,1
0100259041,010025904,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,017000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00011,505,0100259,04,1
0100259051,010025905,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00011,505,0100259,05,1
0100275011,010027501,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00012,554,0100275,01,1
0100275021,010027502,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00012,554,0100275,02,1
0100275031,010027503,1,2,1,1,2,,,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00012,554,0100275,03,1
0100275041,010027504,1,1,1,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00012,554,0100275,04,1
0100275051,010027505,1,1,1,1,2,,,2,2,2,2,2,1,1,1,1,3,06,00600,1,2,,,,,,2,,,,,,2,,2,,1,010000,2,,2,,2,,2,,2,,01,01,1,2,0003,00012,554,0100275,05,1
0100302011,010030201,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00013,546,0100302,01,1
0100302031,010030203,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,024000,2,,2,,2,,2,,01,01,1,2,0003,00013,546,0100302,03,1
0100302041,010030204,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00013,546,0100302,04,1
0100302051,010030205,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00013,546,0100302,05,1
0100314021,010031402,1,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00014,450,0100314,02,1
0100314031,010031403,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00014,450,0100314,03,1
0100314041,010031404,2,2,2,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00014,450,0100314,04,1
0100314051,010031405,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00014,450,0100314,05,1
0100315011,010031501,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,1,099999,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00015,577,0100315,01,1
0100315021,010031502,2,2,2,2,2,,,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,1,5,15,00500,2,1,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00015,577,0100315,02,1
0100315031,010031503,1,2,2,1,2,,,1,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00015,577,0100315,03,1
0100315041,010031504,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,005000,2,,2,,2,,2,,01,01,1,2,0003,00015,577,0100315,04,1
0100315051,010031505,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00015,577,0100315,05,1
0100316011,010031601,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00016,486,0100316,01,1
0100316021,010031602,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,012000,1,010800,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00016,486,0100316,02,1
0100316031,010031603,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,1,018000,2,,2,,2,,2,,2,,01,01,1,2,0001,00016,486,0100316,03,1
0100316051,010031605,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00016,486,0100316,05,1
0100372011,010037201,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,012000,2,,1,005400,2,,2,,2,,2,,2,,01,01,1,2,0003,00017,565,0100372,01,1
0100372021,010037202,1,1,1,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,9,,2,,2,,2,,2,,01,01,1,2,0003,00017,565,0100372,02,1
0100372031,010037203,1,1,1,1,2,,,2,2,2,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00017,565,0100372,03,1
0100372041,010037204,2,1,1,1,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00017,565,0100372,04,1
0100372051,010037205,1,2,1,2,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00017,565,0100372,05,1
0100377011,010037701,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00018,542,0100377,01,1
0100377021,010037702,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,1,006000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00018,542,0100377,02,1
0100377031,010037703,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,006000,1,009000,2,,1,999999,2,,2,,2,,2,,01,01,1,2,0003,00018,542,0100377,03,1
0100377041,010037704,1,1,1,1,2,,,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,006000,1,006000,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00018,542,0100377,04,1
0100377051,010037705,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,1,022800,2,,2,,2,,2,,2,,01,01,1,2,0003,00018,542,0100377,05,1
0100395011,010039501,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00019,570,0100395,01,1
0100395021,010039502,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00019,570,0100395,02,1
0100395031,010039503,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00019,570,0100395,03,1
0100395041,010039504,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00019,570,0100395,04,1
0100395051,010039505,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00019,570,0100395,05,1
0100408011,010040801,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00020,535,0100408,01,1
0100408021,010040802,1,1,1,1,2,,,2,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00020,535,0100408,02,1
0100408031,010040803,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00020,535,0100408,03,1
0100408041,010040804,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00020,535,0100408,04,1
0100408051,010040805,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,1,012000,2,,2,,2,,2,,01,01,1,2,0003,00020,535,0100408,05,1
0100414011,010041401,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00021,544,0100414,01,1
0100414021,010041402,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,,,,,2,,,,,,2,,,,,,1,012000,1,009000,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00021,544,0100414,02,1
0100414031,010041403,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00021,544,0100414,03,1
0100414041,010041404,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,1,006000,2,,2,,2,,2,,2,,01,01,1,2,0003,00021,544,0100414,04,1
0100414051,010041405,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00021,544,0100414,05,1
0100434011,010043401,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00022,551,0100434,01,1
0100434021,010043402,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00022,551,0100434,02,1
0100434031,010043403,1,1,1,1,2,,,1,2,1,1,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00022,551,0100434,03,1
0100434041,010043404,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00022,551,0100434,04,1
0100434051,010043405,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0003,00022,551,0100434,05,1
0100458011,010045801,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00023,427,0100458,01,1
0100458021,010045802,1,1,1,1,2,,,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00023,427,0100458,02,1
0100458031,010045803,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00023,427,0100458,03,1
0100458041,010045804,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,1,012000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00023,427,0100458,04,1
0100458051,010045805,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,05,00400,8,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00023,427,0100458,05,1
0100471011,010047101,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,006000,1,008000,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00024,488,0100471,01,1
0100471021,010047102,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,,,,,2,,,,,,2,,,,,,1,012000,1,999999,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00024,488,0100471,02,1
0100471031,010047103,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00024,488,0100471,03,1
0100471041,010047104,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,,,,,2,,,,,,2,,,,,,1,012000,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00024,488,0100471,04,1
0100471051,010047105,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0001,00024,488,0100471,05,1
0100477011,010047701,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,01,00450,2,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00025,550,0100477,01,1
0100477021,010047702,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00025,550,0100477,02,1
0100477031,010047703,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00025,550,0100477,03,1
0100477041,010047704,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00025,550,0100477,04,1
0100477051,010047705,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00025,550,0100477,05,1
0100478011,010047801,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,08,01000,4,2,,,,,,1,1,04,00500,2,4,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00026,601,0100478,01,1
0100478021,010047802,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,08,00600,1,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00026,601,0100478,02,1
0100478031,010047803,1,1,1,1,1,1,9,1,1,2,2,1,1,1,1,1,1,04,00400,3,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00026,601,0100478,03,1
0100478051,010047805,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,,,,,2,,,,,,2,,,,,,1,019500,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00026,601,0100478,05,1
0100480011,010048001,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,1,002200,2,,2,,01,01,1,2,0002,00027,692,0100480,01,1
0100480021,010048002,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00027,692,0100480,02,1
0100480031,010048003,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,,,,,2,,,,,,2,,,,,,2,,1,999999,2,,2,,2,,2,,2,,2,,01,01,1,2,0002,00027,692,0100480,03,1
